session,session_short,tm_system,shot_id,club,tx_order,experimental_tx,shot_type,shot_type_reason,tm_la_deg,tm_ball_mph,ops_ball_mph,lcmf_la_deg,status,error_deg,abs_error_deg
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,14,SandWedge,normal,False,shank,launch_direction>=8,26.976,63.2,76.3,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,15,SandWedge,normal,False,good,,28.018999999999988,76.6,77.1,28.53,accepted,0.5110000000000134,0.5110000000000134
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,16,SandWedge,normal,False,good,,30.037999999999993,73.2,75.4,,rejected_missing_tdm_sign,,
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,17,SandWedge,normal,False,good,,28.917000000000012,77.3,77.9,29.27,accepted,0.3529999999999873,0.3529999999999873
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,18,SandWedge,normal,False,good,,29.544,78.6,79.2,29.68,accepted,0.13599999999999923,0.13599999999999923
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,1,Driver,normal,False,good,,19.501999999999974,140.4,139.6,21.14,accepted,1.6380000000000265,1.6380000000000265
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,2,Driver,normal,False,good,,13.600000000000001,150.4,151.8,30.1,accepted,16.5,16.5
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,3,Driver,normal,False,good,,11.264999999999931,159.9,159.9,12.07,accepted,0.805000000000069,0.805000000000069
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,4,Driver,normal,False,good,,10.865999999999948,160.8,161.2,12.58,accepted,1.714000000000052,1.714000000000052
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,5,Driver,normal,False,skull,launch_angle<8,6.214999999999975,156.2,156.1,8.28,accepted,2.0650000000000244,2.0650000000000244
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,6,Driver,normal,False,good,,9.191999999999986,152.4,154.1,24.91,accepted,15.718000000000014,15.718000000000014
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,7,Driver,normal,False,good,,15.532999999999989,151.8,150.8,15.81,accepted,0.2770000000000117,0.2770000000000117
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,8,Driver,normal,False,good,,13.584999999999974,156.9,158.2,29.09,accepted,15.505000000000026,15.505000000000026
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,9,Driver,normal,False,good,,14.128999999999941,153.3,152.7,14.52,accepted,0.39100000000005863,0.39100000000005863
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,10,Driver,normal,False,good,,11.635999999999974,158.2,158.0,13.08,accepted,1.4440000000000257,1.4440000000000257
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,11,Driver,normal,False,good,,13.045999999999998,156.4,156.2,14.26,accepted,1.2140000000000022,1.2140000000000022
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,12,Driver,normal,False,good,,12.361,160.0,160.1,12.93,accepted,0.5689999999999991,0.5689999999999991
2026-07-17 OpenFlight server session,Jul17,TrackMan iO,13,Driver,normal,False,good,,14.429999999999952,159.7,158.9,14.18,accepted,-0.24999999999995204,0.24999999999995204
