shot,club,block,n_snapshots,n_frames,window,n_fft,trackman_launch_deg,trackman_ball_ms,radar_height_m,tilt_deg,median_all_cross_asym_db,median_all_cross_excess_fraction,median_all_double_asym_db,median_all_double_excess_fraction,median_all_shoulder_asym_db,median_all_peak_shift_cm,median_early_cross_asym_db,median_early_cross_excess_fraction,median_early_double_asym_db,median_early_double_excess_fraction,median_early_shoulder_asym_db,median_early_peak_shift_cm,median_late_cross_asym_db,median_late_cross_excess_fraction,median_late_double_asym_db,median_late_double_excess_fraction,median_late_shoulder_asym_db,median_late_peak_shift_cm,median_cross_excess_cm,median_double_excess_cm,median_angle_separation_deg,median_reflection_point_m
99,5Iron,A,19,5,rectangular,1024,14.71499999999999,58.47273507559434,0.1524,10.404948650719305,-0.09232980961236667,-0.010719330359118928,0.12313010138567301,0.003844401910642256,-0.09218841171581525,0.020826633091974855,-1.6466110337386295,-0.22223637462009643,-2.127460015400932,-0.07303277838101695,-2.099941519250626,-0.4889079843097388,0.6121761173231742,0.07924441374221108,2.6172451859272288,0.0682959204564686,0.9184445720720635,0.09909668890992762,2.069316851266989,4.138633702533978,15.588137354243273,0.8102372342042677
101,5Iron,A,16,4,rectangular,1024,14.392000000000003,57.08691337273239,0.1524,10.404948650719305,-0.5452366215785522,-0.09838018566027672,-0.955098371647295,-0.06069840874455547,-1.191149876213292,-0.2141002114230628,-2.030730264140881,-0.3218939112121184,-2.218985569850579,-0.14206629762389383,-2.085216100316714,-0.49094725095338854,0.3442233697310625,0.05061664046397022,1.0439738927777098,0.0458633516236055,0.49845454663975525,0.13668415014942426,1.9135333155520295,3.827066631104059,14.40596371483836,0.8428939363622897
103,Driver,A,12,3,rectangular,1024,10.004000000000007,66.20651425608196,0.1524,10.404948650719305,0.06945787881351137,0.012731455152577557,0.2781120873054028,0.023316365609940454,-0.08039096404926234,-0.005320202454450751,-1.353933644373817,-0.2511641711837082,-2.0187324134939697,-0.19680267725773884,-1.9458932950581862,-0.3593094185221246,0.6800844419130959,0.13328702646934332,1.0516808571960057,0.12009325993225636,1.0230746353105302,0.34424251208531875,1.4680188300076558,2.9360376600153115,11.037954798479962,0.9924350878985017
104,Driver,A,23,6,rectangular,1024,17.990000000000002,61.557305962609625,0.1524,10.404948650719305,-5.273695742679141,-0.6210867115405206,-3.326543581386405,-0.09828470131106178,-4.177165222765468,-1.0609771904810161,-6.230749340693274,-0.7588601552653195,-4.678020076788298,-0.2117983571980653,-4.2552977074608265,-1.532011807389777,-5.155835336033445,-0.5424760179581805,-2.3892249284871974,-0.06364899071051419,-2.801148449953737,-1.0035257489353633,2.5019463814999865,5.003892762999973,18.871953151609723,0.6913486647756732
105,Driver,A,20,5,rectangular,1024,5.857999999999973,64.32894936833353,0.1524,10.404948650719305,-0.905354558829515,-0.18549883970206243,-1.8811812623954975,-0.25580894934115633,-2.4228923353351837,-0.46971804767149683,-1.0379360985311217,-0.2067625373960555,-2.1771265033682434,-0.27992070396850366,-2.7661162195380378,-0.5351169416292545,-0.7027662812420861,-0.14396077896695508,-1.5472497244848022,-0.2132881948810617,-1.8200452938351146,-0.46971804767149683,1.044172718182057,2.088345436364114,7.846955185495891,1.2631332221367655
112,Driver,A,12,3,rectangular,1024,10.008999999999974,68.57582232871691,0.1524,10.404948650719305,-2.3239811241396646,-0.4318145451170555,-4.56785816881076,-0.45894330920995996,-3.7695204348763904,-0.8067976091009843,-3.8257023032202255,-0.7311727848593698,-6.766504785200505,-0.7827660027351442,-5.260849485941906,-1.4700194602582095,-1.6387130490722286,-0.2778640141052957,-3.4906541792941415,-0.25022659308267076,-2.224506138435104,-0.41884308111043156,1.3903005998755602,2.7806011997511204,10.4496000118264,1.0011940781634343
113,Driver,A,16,5,rectangular,1024,13.960999999999997,65.53595536760038,0.1524,10.404948650719305,-0.2999220037567967,-0.046066121720390624,-0.22953568219356021,-0.009466841369631563,-0.4129942059749252,-0.007826740361882578,-1.2600188721328505,-0.19375201408026757,-1.644114843441789,-0.05411968151267223,-0.792348070574098,-0.47861322484430424,1.0550302351387624,0.1712193137489812,1.8945106850216695,0.1065430714726742,1.476839209621263,0.10732427515569576,1.9491502920374049,3.8983005840748097,14.67464697040641,0.8258946377695198
114,Driver,A,18,5,rectangular,1024,14.620999999999993,68.754638032312,0.1524,10.404948650719305,-0.9572312316387228,-0.1467342482532,-2.3533818502816004,-0.0777991423429499,-1.2789964299313872,-0.12821256593470998,-2.3566912986186974,-0.38105208548739505,-4.514111123773667,-0.20095331737435332,-3.336227098426068,-0.6304425364908661,-0.15580227306781347,-0.02268348194882324,-0.5265048573310684,-0.021786789307348016,-0.23146909425661139,-0.09026956541181574,2.16559499209531,4.33118998419062,16.31789028523732,0.7810483268166849
115,SandWedge,A,28,7,rectangular,1024,31.661999999999985,31.33745205503947,0.1524,10.404948650719305,-0.7778971099708042,-0.03929462060944293,-1.1266584499155012,-0.020348248949767,-0.6015948859085224,-0.19913593200520663,-0.8415391300883882,-0.03304017681394696,-1.8303849600941102,-0.024807390472731047,-0.8413789227273484,-0.10718170615467426,-0.9013783464344904,-0.04854405866659759,-1.1065678152712841,-0.019123264585854408,-0.45433377974739575,-0.3372358218183158,3.8724657626442394,7.744931525288479,29.397005873423044,0.4753926341898024
116,SandWedge,A,21,6,rectangular,1024,29.217000000000002,29.728110722683663,0.1524,10.404948650719305,4.422739139334701,0.5181239723277028,0.6051021466689325,0.020953151613141825,0.8915820514074956,0.28251612972467477,3.487760864883225,0.37047512727002524,-0.6397495299543428,-0.018682662565385002,1.0752163571531599,0.5934745380618334,2.752115607291657,0.3955274082211416,1.713453915284078,0.07501392656729697,0.6507973321942556,0.5934745380618334,3.3100337456237083,6.620067491247417,25.046198040024596,0.5376648972888615
