variant,shot,club,block,n_components,components,launch_angle_deg,trackman_launch_deg,trackman_ball_mph,ops_ball_mph,raw_error_deg,block_a_offset_deg,fixed_error_deg,corrected_launch_angle_deg
lcmf_v1,74,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,15.363411789691465,16.30699999999998,120.60000000000001,117.2,-0.9435882103085156,-2.8387689101987568,1.8951806998902412,18.20218069989022
lcmf_v1,75,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,15.590565858031473,17.240999999999993,117.8,114.4,-1.6504341419685193,-2.8387689101987568,1.1883347682302374,18.42933476823023
lcmf_v1,76,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,10.064700277746415,12.092000000000013,103.99999999999999,101.8,-2.0272997222535984,-2.8387689101987568,0.8114691879451583,12.903469187945172
lcmf_v1,77,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,12.2903677544034,13.927999999999987,103.9,101.4,-1.6376322455965866,-2.8387689101987568,1.2011366646021702,15.129136664602157
lcmf_v1,78,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,-0.6703801433801424,6.121999999999985,69.3,71.0,-6.792380143380127,-2.8387689101987568,-3.95361123318137,2.168388766818614
lcmf_v1,79,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,10.805079740786578,15.657999999999998,111.3,108.2,-4.85292025921342,-2.8387689101987568,-2.014151349014663,13.643848650985335
lcmf_v1,80,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,12.69232835413215,14.687999999999988,106.1,103.4,-1.995671645867839,-2.8387689101987568,0.8430972643309178,15.531097264330906
lcmf_v1,81,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,6.310804291301266,9.146999999999982,109.0,106.5,-2.8361957086987166,-2.8387689101987568,0.0025732015000401454,9.149573201500022
lcmf_v1,82,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,14.091689447481647,17.27599999999998,108.6,105.6,-3.1843105525183315,-2.8387689101987568,-0.34554164231957474,16.930458357680404
lcmf_v1,83,7Iron,A,5,channel:two8+channel:four4_path_tdm+fast:direct1+fast:two2+fast:four4,15.117472112317818,18.87599999999999,112.0,108.5,-3.758527887682172,-2.8387689101987568,-0.9197589774834154,17.956241022516576
