shot,club,block,model,window,center_source,tdm_residual,speed_source,snapshot_half,max_range_m,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
82,7Iron,A,four4,hann,peak,none,ops,second,4.7,12,4,12.531666109048851,17.27599999999998,-4.744333890951127,-1.0465840266644486,-1.013495190927977,0.03308883573647159,0.28048750890683816,0.12827085465399712,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
83,7Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,15.279599535887417,18.87599999999999,-3.5964004641125733,-0.7706178537729391,-0.7310864819183288,0.03953137185461031,nan,nan,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
83,7Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,15.019967806937128,18.87599999999999,-3.8560321930628625,-0.8185261618586924,-0.763941602889972,0.05458455896872039,nan,0.18568819011392085,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
83,7Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,16.912932711544272,18.87599999999999,-1.9630672884557185,-0.9610888889561923,-0.9504859253548936,0.010602963601298643,0.27472558390637103,0.14147802739309545,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
84,7Iron,A,direct1,hann,peak,none,ops,second,4.7,6,2,13.003069625438615,16.949999999999992,-3.9469303745613775,-1.1052524255649194,-1.0071495566979423,0.09810286886697717,nan,nan,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
84,7Iron,A,two2,hann,peak,none,ops,second,4.7,6,2,12.334593546995086,16.949999999999992,-4.615406453004907,-1.1514444885814794,-1.0390496911691245,0.11239479741235492,nan,0.15849860716340552,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
84,7Iron,A,four4,hann,peak,none,ops,second,4.7,6,2,16.418617761078398,16.949999999999992,-0.5313822389215943,-1.234981614043989,-1.2346809737703448,0.0003006402736442926,0.2267455184647263,0.1174108851371592,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
86,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,12.485112491478038,14.677,-2.191887508521962,-0.9356951941996839,-0.9148136763132612,0.020881517886422785,nan,nan,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
86,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,11.166931715876835,14.677,-3.5100682841231645,-0.9983262346328591,-0.9640066955991046,0.03431953903375451,nan,0.19399540055392367,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
86,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,9.605245354192734,14.677,-5.071754645807266,-1.3798268997671048,-1.343678089986037,0.036148809781067825,0.3527917760576935,0.22764036634276227,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
87,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,4,13.299899397342516,15.406999999999991,-2.107100602657475,-0.9659532549800796,-0.937615193502767,0.02833806147731255,nan,nan,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
87,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,4,12.821720728874986,15.406999999999991,-2.585279271125005,-1.0321888053587094,-0.993606729801386,0.0385820755573234,nan,0.14757573839240162,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
87,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,4,13.14341464459467,15.406999999999991,-2.263585355405322,-1.1822871388174314,-1.1725376871635105,0.009749451653920937,0.2183423961445104,0.17429965600997005,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
88,5Iron,A,direct1,hann,peak,none,ops,second,4.7,12,3,-4.487294176529786,0.5110000000000001,-4.998294176529786,-0.7625500214067812,-0.6746750890757185,0.0878749323310627,nan,nan,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
88,5Iron,A,two2,hann,peak,none,ops,second,4.7,12,3,-2.5583406116750003,0.5110000000000001,-3.0693406116750004,-0.8540161287460671,-0.8437833547096325,0.010232774036434633,nan,0.7196907924936808,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
88,5Iron,A,four4,hann,peak,none,ops,second,4.7,12,3,-5.0,0.5110000000000001,-5.511,-0.9219653111281646,-0.9059513643656331,0.01601394676253154,0.9850867320250398,0.7213809368203745,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
90,5Iron,A,direct1,hann,peak,none,ops,second,4.7,9,3,6.781897547334841,12.959999999999992,-6.178102452665151,-0.6795275908306927,-0.5833337405361999,0.09619385029449279,nan,nan,54.04704641161587,50.56141437408992,0.1524,10.404948650719305
90,5Iron,A,two2,hann,peak,none,ops,second,4.7,9,3,8.370822041616671,12.959999999999992,-4.5891779583833205,-0.739127003973577,-0.6842651376570265,0.054861866316550545,nan,0.2793228897257353,54.04704641161587,50.56141437408992,0.1524,10.404948650719305
90,5Iron,A,four4,hann,peak,none,ops,second,4.7,9,3,11.879347686599289,12.959999999999992,-1.0806523134007033,-0.9125045889417928,-0.911688980628219,0.0008156083135737457,0.558437107842594,0.278611346332881,54.04704641161587,50.56141437408992,0.1524,10.404948650719305
91,5Iron,A,direct1,hann,peak,none,ops,second,4.7,11,4,7.062154158171525,9.892999999999994,-2.8308458418284683,-0.6790958530030985,-0.663167638108895,0.015928214894203485,nan,nan,47.20734574910368,46.19584787565755,0.1524,10.404948650719305
91,5Iron,A,two2,hann,peak,none,ops,second,4.7,11,4,8.730578132182993,9.892999999999994,-1.1624218678170006,-0.759602723466187,-0.7556440883431677,0.003958635123019305,nan,0.15146427184247183,47.20734574910368,46.19584787565755,0.1524,10.404948650719305
91,5Iron,A,four4,hann,peak,none,ops,second,4.7,11,4,9.5711403667263,9.892999999999994,-0.32185963327369294,-0.9353774828400641,-0.9352911901047131,8.629273535099014e-05,0.3460246361087293,0.3461469604379317,47.20734574910368,46.19584787565755,0.1524,10.404948650719305
