shot,club,block,model,window,center_source,tdm_residual,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
112,Driver,A,four4,hann,track,none,12,3,0.7152391994293879,10.008999999999974,-9.293760800570587,-1.263545284112423,-1.2419420184306207,0.021603265681802375,0.6458651413751273,0.504339814572396,68.57582232871691,66.71210258129634,0.1524,10.404948650719305
113,Driver,A,direct1,hann,track,none,16,5,9.914743047473955,13.960999999999997,-4.046256952526042,-1.3834697808537377,-1.2480713379213753,0.13539844293236247,nan,nan,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
113,Driver,A,two2,hann,track,none,16,5,10.763194530838854,13.960999999999997,-3.1978054691611426,-1.4922302028567362,-1.3891369246243994,0.10309327823233683,nan,0.18548828101847134,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
113,Driver,A,four3,hann,track,none,16,5,11.011146345155662,13.960999999999997,-2.9498536548443344,-1.585558013660144,-1.5583976224891274,0.02716039117101654,0.16410862465586518,0.17249208101548597,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
113,Driver,A,four4,hann,track,none,16,5,10.447186145226405,13.960999999999997,-3.5138138547735913,-1.749120223815065,-1.7123852673772368,0.03673495643782809,0.19807011633921884,0.11026111985074319,65.53595536760038,63.52557867311998,0.1524,10.404948650719305
114,Driver,A,direct1,hann,track,none,18,5,13.190171225721583,14.620999999999993,-1.4308287742784103,-1.0815699032212467,-1.0690640845685828,0.01250581865266387,nan,nan,68.754638032312,66.41769366658134,0.1524,10.404948650719305
114,Driver,A,two2,hann,track,none,18,5,12.905185413417257,14.620999999999993,-1.7158145865827361,-1.1185592858508098,-1.1017218107380553,0.016837475112754463,nan,0.1387463046048853,68.754638032312,66.41769366658134,0.1524,10.404948650719305
114,Driver,A,four3,hann,track,none,18,5,12.870155902771486,14.620999999999993,-1.7508440972285069,-1.231073815644055,-1.2286854128087703,0.002388402835284742,0.18062226757423144,0.12870267126968904,68.754638032312,66.41769366658134,0.1524,10.404948650719305
114,Driver,A,four4,hann,track,none,18,5,11.620848030370095,14.620999999999993,-3.000151969629899,-1.3906004598254764,-1.3765080489551023,0.014092410870374161,0.2932262088218007,0.11897383612611523,68.754638032312,66.41769366658134,0.1524,10.404948650719305
115,SandWedge,A,direct1,hann,track,none,28,7,28.559507132049298,31.661999999999985,-3.102492867950687,-1.0216946712238848,-0.9681093279464499,0.053585343277434916,nan,nan,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
115,SandWedge,A,two2,hann,track,none,28,7,28.261697759788433,31.661999999999985,-3.400302240211552,-1.0746029155587276,-1.000789341048315,0.07381357451041248,nan,0.15649543229485682,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
115,SandWedge,A,four3,hann,track,none,28,7,27.79638686765322,31.661999999999985,-3.865613132346766,-1.250417156984205,-1.1533104545646826,0.09710670241952246,0.27106801845093353,0.14668084202073794,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
115,SandWedge,A,four4,hann,track,none,28,7,28.36401893789793,31.661999999999985,-3.2979810621020533,-1.3095421302447738,-1.2299085787316333,0.07963355151314055,0.31172524916081445,0.14640630916031305,31.33745205503947,28.836434147209175,0.1524,10.404948650719305
116,SandWedge,A,direct1,hann,track,none,21,6,27.121201909892186,29.217000000000002,-2.0957980901078166,-0.6170606150228592,-0.6039620546023112,0.013098560420548022,nan,nan,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
116,SandWedge,A,two2,hann,track,none,21,6,26.55008389699974,29.217000000000002,-2.6669161030002613,-0.6882581288840912,-0.6655800098678496,0.022678119016241616,nan,0.23895772015987138,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
116,SandWedge,A,four3,hann,track,none,21,6,27.22614672691161,29.217000000000002,-1.9908532730883906,-0.8716198362747832,-0.8617569053834414,0.009862930891341826,0.46663695009866296,0.2416023119729201,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
116,SandWedge,A,four4,hann,track,none,21,6,27.458563185086543,29.217000000000002,-1.758436814913459,-1.0158072481828286,-1.0098660734447462,0.005941174738082422,0.5440886286690992,0.25195061649127826,29.728110722683663,30.553232406976534,0.1524,10.404948650719305
117,SandWedge,A,direct1,hann,track,none,20,5,24.721546889949764,30.729999999999986,-6.0084531100502225,-1.2940821942374607,-1.0600631596033572,0.23401903463410356,nan,nan,33.79616797947195,31.204397850742673,0.1524,10.404948650719305
117,SandWedge,A,two2,hann,track,none,20,5,25.06940439150081,30.729999999999986,-5.660595608499175,-1.3560950400918124,-1.1044444168163927,0.25165062327541965,nan,0.12174271774069605,33.79616797947195,31.204397850742673,0.1524,10.404948650719305
117,SandWedge,A,four3,hann,track,none,20,5,26.005705080234648,30.729999999999986,-4.724294919765338,-1.484523422972272,-1.2797105617722107,0.20481286120006126,0.14706982331269847,0.1136522527598457,33.79616797947195,31.204397850742673,0.1524,10.404948650719305
117,SandWedge,A,four4,hann,track,none,20,5,26.13789316708992,30.729999999999986,-4.592106832910066,-1.5731049327755415,-1.3869496345506167,0.18615529822492483,0.18987146495033347,0.0979870089730383,33.79616797947195,31.204397850742673,0.1524,10.404948650719305
118,SandWedge,A,direct1,hann,track,none,28,7,28.439668388561152,33.168000000000006,-4.728331611438854,-0.6729880889748024,-0.5900364245283166,0.08295166444648583,nan,nan,32.544458054306325,27.391119567093856,0.1524,10.404948650719305
118,SandWedge,A,two2,hann,track,none,28,7,28.174525846379815,33.168000000000006,-4.993474153620191,-0.7301448196627921,-0.6167791617799218,0.11336565788287034,nan,0.15781249762661426,32.544458054306325,27.391119567093856,0.1524,10.404948650719305
