shot,club,block,model,window,center_source,tdm_residual,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
82,7Iron,A,four3,hann,track,positive,23,6,15.548851178681796,17.27599999999998,-1.727148821318183,-1.0256208150934036,-1.0192993244910662,0.006321490602337443,0.27183274756121745,0.14061673501328273,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
82,7Iron,A,four4,hann,track,positive,23,6,14.63437147402825,17.27599999999998,-2.641628525971729,-1.1666071927717765,-1.1547279414742315,0.011879251297544968,0.2945779459890805,0.13642735279489304,48.548463526066854,46.632556508514135,0.1524,10.404948650719305
83,7Iron,A,direct1,hann,track,positive,20,5,11.802683277098623,18.87599999999999,-7.073316722901367,-0.8513428563073301,-0.6973973010431618,0.1539455552641683,nan,nan,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
83,7Iron,A,two2,hann,track,positive,20,5,12.621036743602755,18.87599999999999,-6.254963256397236,-0.9467495623660932,-0.796375924850446,0.15037363751564725,nan,0.23022596028749864,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
83,7Iron,A,four3,hann,track,positive,20,5,14.556147139108907,18.87599999999999,-4.319852860891084,-1.0163577455113262,-0.9839146464546896,0.03244309905663656,0.22473164976401933,0.2214378268309795,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
83,7Iron,A,four4,hann,track,positive,20,5,14.574180164348563,18.87599999999999,-4.301819835651427,-1.1711819733268882,-1.1427900371633952,0.028391936163493003,0.3460257842143162,0.16621737473394937,50.06839700662512,48.107925317263614,0.1524,10.404948650719305
84,7Iron,A,direct1,hann,track,positive,12,3,11.965686309178908,16.949999999999992,-4.984313690821084,-0.9762756833678106,-0.874404094441874,0.10187158892593662,nan,nan,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
84,7Iron,A,two2,hann,track,positive,12,3,11.86945360149439,16.949999999999992,-5.080546398505602,-1.0585565830164214,-0.9634512262036955,0.09510535681272592,nan,0.19204054716982139,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
84,7Iron,A,four3,hann,track,positive,12,3,15.432631410575047,16.949999999999992,-1.5173685894249456,-1.10843982726813,-1.104965495156222,0.0034743321119079518,0.23839999108485327,0.18023937946298949,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
84,7Iron,A,four4,hann,track,positive,12,3,16.256892417664176,16.949999999999992,-0.6931075823358164,-1.1554647774082831,-1.1549099388304749,0.0005548385778082476,0.30329793826272355,0.13702206010222268,54.53878959650236,52.80983073560512,0.1524,10.404948650719305
86,5Iron,A,direct1,hann,track,positive,20,5,13.383220699172783,14.677,-1.2937793008272163,-0.8147674628922236,-0.8100252927027656,0.004742170189457995,nan,nan,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
86,5Iron,A,two2,hann,track,positive,20,5,-4.141686162727895,14.677,-18.818686162727893,-0.9506549367726043,-0.8760955186000278,0.0745594181725765,nan,1.277138228232804,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
86,5Iron,A,four3,hann,track,positive,20,5,-4.175661298793251,14.677,-18.85266129879325,-1.0852537630574297,-1.020894344662122,0.06435941839530779,1.117415276065531,1.2953724573958207,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
86,5Iron,A,four4,hann,track,positive,20,5,-0.21580103584247332,14.677,-14.892801035842473,-1.2870826359954042,-1.143165423942424,0.14391721205298014,0.9079397106643639,0.824139479870452,50.023693080726346,47.53024373748418,0.1524,10.404948650719305
87,5Iron,A,direct1,hann,track,positive,20,6,13.352550846891896,15.406999999999991,-2.054449153108095,-0.9592778759332243,-0.9355635998303807,0.0237142761028436,nan,nan,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
87,5Iron,A,two2,hann,track,positive,20,6,12.56835493658159,15.406999999999991,-2.838645063418401,-1.0287572576376958,-0.9994468233220536,0.029310434315642175,nan,0.19097013042968064,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
87,5Iron,A,four3,hann,track,positive,20,6,14.898569228711969,15.406999999999991,-0.5084307712880225,-1.155347786379511,-1.1547007541107082,0.0006470322688028052,0.24866779028656527,0.1533534808562168,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
87,5Iron,A,four4,hann,track,positive,20,6,13.00054025217677,15.406999999999991,-2.406459747823222,-1.3332784189373021,-1.3229739258966162,0.010304493040685925,0.3336066573309916,0.1586780399489308,52.84004041234901,51.122749823040635,0.1524,10.404948650719305
88,5Iron,A,direct1,hann,track,positive,24,6,-5.0,0.5110000000000001,-5.511,-0.9572413083525498,-0.7852063291913532,0.1720349791611966,nan,nan,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
88,5Iron,A,two2,hann,track,positive,24,6,-4.148137365590376,0.5110000000000001,-4.659137365590376,-1.088585684835409,-1.046345488166437,0.04224019666897205,nan,0.5620164837588324,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
88,5Iron,A,four3,hann,track,positive,24,6,-4.159355069652826,0.5110000000000001,-4.670355069652826,-1.1207895104280419,-1.0775912070957356,0.04319830333230623,1.003253215067737,0.9561710051573344,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
88,5Iron,A,four4,hann,track,positive,24,6,-4.1059000422135785,0.5110000000000001,-4.616900042213579,-1.1673706507587485,-1.1333163824072237,0.03405426835152481,1.020060289896867,1.021300832177965,44.07807093618961,43.00582860650462,0.1524,10.404948650719305
